Titlu,Data,Numar_autori,Autori
Proiectul de hotărâre cu privire la constituirea Comisiei parlamentare speciale de monitorizare și control parlamentar asupra realizării politicii de reintegrare a Republicii Moldova,,7,"Grigore NOVAC, Igor DODON, Marcel CENUȘA, Pavel VOICU, Vlad BATRÎNCEA, Vladimir ODNOSTALCO, Zinaida GRECEANÎI"
